id;Beheizt;Addresse;Ortsteil;Ort;PLZ;Gebäudetyp;Tabula-Klasse;Baualtersklasse;Primärenergieträger;Spezifischer Wärmebedarf (kWh/m²a);Wärmebedarf (kWh/Jahr);Raumwärmebedarf (kWh/Jahr);Strombedarf (kWh/Jahr);CO₂ Emission Wärme (t/Jahr);Heizungsanlagenalter (Jahr);Heizleistung (kW);Holzverbrauch (kWh/Jahr);Holzpellets (kWh/Jahr);Holzhackschnitzel (kWh/Jahr);Gasverbrauch (kWh/Jahr);Ölverbrauch (kWh/Jahr);Bezug von Wärmenetz (kWh/Jahr);Strombedarf Heizen (kWh/Jahr);Solarthermie Potenzial (kWh/Jahr);Geothermiepotenzial (kWh/Jahr);Primäres Heizsystem;Sanierungspotenzial Klasse;Wärmebedarfsreduktion;Endenergiebedarf (kWh/Jahr);Vorlauftemperatur für Raumheizung;Anzahl der möglichen Bohrlöcher;Abwärmepotenzial (kWh/Jahr);Temperaturbereich (Abwärme) (°C);PV-Potenzial (kWh/Jahr);Eigentum nach Verwaltungsebene;Landnutzung;Wirtschaftszweig;Bewohner;Anzahl der Wohnungen;Anzahl der Wohnungen Kategorie;Subtyp Wohnen;Industriename;Wärmebedarfstyp (ohne Prozesswärme);Elektroheizungstyp;Holzofen vorhanden;Kältebedarf (kWh/Jahr);BHKW vorhanden;Leistung BHKW (kW);Ist Abwärmequelle;Datenquelle Abwärme;Aufwand zur Bereitstellung von Abwärme;Anschluss an Wärmenetz;Interesse an Wärmenetz;Aufwand zum Anschluss an Wärmenetz;Ist Wärmequelle;Ist direkter möglicher Wärmenetz-Anschlussnehmer;Ökonomischer Sektor;Warmwasserbedarf (kWh/Jahr);Prozesswärmebedarf (kWh/Jahr);Heizlast (kW);GEG-Effizienzklasse;Datenquelle
243687741;True;Ortenaustraße 56;Elgersweier;Offenburg;77656;Wohngebäude;Mehrfamilienhaus (1984 - 1994);1979 - 1990;Stromnetz;96;23455,1849343472;18975,244611886887;6175,0;1,4874019714464077;;;;;;;;;5720,776813255415;13256,0;0,0;Elektrische Erdwärmepumpe;Mittel;12696,985156436358;5720,776813255415;65,0;0;;;14582,0;;;Wohngebäude;5;4;2-8;Mehrfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;Wärmepumpe;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;4479,940322460315;0,0;13,030658296859555;A+;greenventory
243687742;True;Ortenaustraße 56a;Elgersweier;Offenburg;77656;Büro und Verwaltung;;Vor 1919;Erdgasnetz;64;6574,992298577722;6180,492760663058;4883,0;1,7319491908448637;;;;;;8018,283290948442;;;;9770,0;0,0;Gaskessel;Mittel;2432,7471504737578;8018,283290948442;75,0;0;;;10748,0;;;Büro (allgemein);;;Unbekannt;;;Privatgebäude - Geringer Wärmebedarf;;False;3980,239170547846;False;;;;;False;False;;False;True;GHD, Verkehr & Sonstige;328,7496149288861;65,74992298577722;3,867642528575131;;greenventory
243687743;True;Ortenaustraße 54;Elgersweier;Offenburg;77656;Wohngebäude;Apartmentblock (1949 - 1957);1949 - 1978;Erdgasnetz;97;107620,82294008227;87065,24575852657;25935,0;28,34889970128997;;;;;;131244,9060244906;;;;61798,0;0,0;Gaskessel;Mittel;61703,43942225911;131244,9060244906;65,0;0;;;67978,0;;;Wohngebäude;21;17;8-20;Appartementblock;;Privatgebäude - Mittlerer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;20555,577181555716;0,0;59,78934607782349;D;greenventory
243687744;True;Ortenaustraße 52;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (1984 - 1994);1991 - 2000;Heizöl;114;18778,19929934106;15191,563233166919;4050,0;6,092482439341767;;;;;;;20864,665888156735;;;8671,0;0,0;Ölkessel;Mittel;8288,540328776759;20864,665888156735;55,0;0;;;9538,0;;;Wohngebäude;3;1;0-1;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;3586,636066174143;0,0;10,432332944078366;D;greenventory
243687745;True;Ortenaustraße 57;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (1995 - 2001);1991 - 2000;Erdgasnetz;98;21419,27946719059;17328,19708895719;4940,0;5,642151664528254;;;;;;26121,072520964135;;;;11512,0;11831,799848856215;Gaskessel;Mittel;7857,60788310247;26121,072520964135;55,0;1;;;12663,0;;;Wohngebäude;4;2;1-2;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;4091,082378233403;0,0;11,899599703994772;D;greenventory
243687746;True;Ortenaustraße 55;Elgersweier;Offenburg;77656;Wohngebäude;Mehrfamilienhaus (1969 - 1978);1949 - 1978;Heizöl;118;39972,90537715329;32338,080450117017;7410,0;12,968987077920847;;;;;;;44414,3393079481;;;13447,0;0,0;Ölkessel;Mittel;23391,95717140519;44414,3393079481;65,0;0;;;14792,0;;;Wohngebäude;6;5;2-8;Mehrfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;7634,824927036279;0,0;22,207169653974052;E;greenventory
243687747;True;;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (1969 - 1978);1949 - 1978;Heizöl;144;8365,11325770876;6767,376625486387;2050,0;2,714014523612175;;;;;;;9294,570286343065;;;8054,0;27293,034733727796;Ölkessel;Mittel;4250,768311438416;9294,570286343065;80,0;2;;;8859,0;;;Wohngebäude;1;1;0-1;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;False;Privates Wohnen;1597,736632222373;0,0;4,6472851431715325;F;greenventory
243687748;True;Ortenaustraße 51;Elgersweier;Offenburg;77656;Wohngebäude;Mehrfamilienhaus (1958 - 1968);1949 - 1978;Heizöl;126;33208,01837502276;26865,286865393413;6175,0;10,774157072785162;;;;;;;36897,79819446973;;;10442,0;98058,98568905579;Ölkessel;Mittel;21234,133194826954;36897,79819446973;65,0;8;;;11486,0;;;Wohngebäude;5;4;2-8;Mehrfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;6342,731509629347;0,0;18,448899097234865;E;greenventory
243687749;True;;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (1958 - 1968);1949 - 1978;Heizöl;161;11557,45809544574;9349,983599215604;2050,0;3,7497530709668396;;;;;;;12841,620106050821;;;6682,0;13646,517366863898;Ölkessel;Mittel;5272,833359501041;12841,620106050821;80,0;1;;;7350,0;;;Wohngebäude;1;1;0-1;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;False;Privates Wohnen;2207,4744962301365;0,0;6,420810053025411;F;greenventory
243687750;True;Ortenaustraße 63;Elgersweier;Offenburg;77656;Wohngebäude;Mehrfamilienhaus (1979 - 1983);1979 - 1990;Erdgasnetz;109;34754,43676006779;28116,339338894843;7410,0;9,154827244115419;;;;;;42383,459463497304;;;;12328,0;12257,373211131973;Gaskessel;Mittel;20836,58593393806;42383,459463497304;65,0;1;;;13560,0;;;Wohngebäude;6;5;2-8;Mehrfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;6638,097421172947;0,0;19,308020422259883;E;greenventory
243687751;True;;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (1949 - 1957);1949 - 1978;Heizöl;165;11389,762012428575;9214,317468054718;2050,0;3,695345008476827;;;;;;;12655,291124920639;;;6381,0;13646,517366863898;Ölkessel;Mittel;6003,022031346273;12655,291124920639;80,0;1;;;7019,0;;;Wohngebäude;1;1;0-1;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;False;Privates Wohnen;2175,4445443738578;0,0;6,32764556246032;F;greenventory
243687752;True;Am Spitzgarten 2a;Elgersweier;Offenburg;77656;Wohngebäude;Mehrfamilienhaus (1949 - 1957);1949 - 1978;Heizöl;133;107247,48640870272;86763,21650464051;18525,0;34,795851145934655;;;;;;;119163,87378744746;;;31905,0;12257,373211131973;Ölkessel;Mittel;62883,987579395194;119163,87378744746;65,0;1;;;35096,0;;;Wohngebäude;15;11;8-20;Mehrfamilienhaus;;Privatgebäude - Mittlerer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;20484,26990406222;0,0;59,581936893723736;E;greenventory
243687753;True;Am Spitzgarten 4;Elgersweier;Offenburg;77656;Wohngebäude;Mehrfamilienhaus (1979 - 1983);1979 - 1990;Heizöl;109;28688,744653921713;23209,194425022666;6175,0;9,307903821050155;;;;;;;31876,382948801904;;;14247,0;24514,746422263946;Ölkessel;Mittel;17199,976435960514;31876,382948801904;65,0;2;;;15671,0;;;Wohngebäude;5;4;2-8;Mehrfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;5479,550228899047;0,0;15,938191474400952;D;greenventory
243687754;True;Am Spitzgarten 2;Elgersweier;Offenburg;77656;Wohngebäude;Mehrfamilienhaus (1958 - 1968);1949 - 1978;Erdgasnetz;126;44146,00023389438;35714,114189220556;8645,0;11,628702500635594;;;;;;53836,58565109071;;;;13881,0;12257,373211131973;Gaskessel;Mittel;28228,183880144963;53836,58565109071;65,0;1;;;15269,0;;;Wohngebäude;7;5;2-8;Mehrfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;8431,886044673827;0,0;24,52555568549688;E;greenventory
243687755;True;Am Spitzgarten 1;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (1958 - 1968);1949 - 1978;Heizöl;160;37436,993187647604;30286,527488806914;4940,0;12,146224456436778;;;;;;;41596,659097386226;;;12986,0;81879,10420118339;Ölkessel;Mittel;17079,79600090675;41596,659097386226;80,0;6;;;14285,0;;;Wohngebäude;4;2;1-2;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;7150,465698840692;0,0;20,798329548693115;F;greenventory
243687756;True;Am Spitzgarten 6;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (1969 - 1978);1949 - 1978;Heizöl;144;24669,044252714437;19957,25680044598;4050,0;8,003734357547351;;;;;;;27410,04916968271;;;9500,0;68232,58683431949;Ölkessel;Mittel;12535,681030531889;27410,04916968271;80,0;5;;;10450,0;;;Wohngebäude;3;1;0-1;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;4711,787452268458;0,0;13,705024584841354;F;greenventory
243687757;True;Am Spitzgarten 3;Elgersweier;Offenburg;77656;Wohngebäude;Mehrfamilienhaus (1949 - 1957);1949 - 1978;Heizöl;134;35528,64685975158;28742,675309539027;6175,0;11,527072092274956;;;;;;;39476,27428861286;;;10570,0;0,0;Ölkessel;Mittel;20832,031245256683;39476,27428861286;65,0;0;;;11626,0;;;Wohngebäude;5;4;2-8;Mehrfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;6785,971550212552;0,0;19,73813714430643;E;greenventory
243687758;True;Am Spitzgarten 8;Elgersweier;Offenburg;77656;Wohngebäude;Mehrfamilienhaus (1949 - 1957);1949 - 1978;Heizöl;133;77806,41928432113;62945,3932010158;13585,0;25,243860478913078;;;;;;;86451,57698257903;;;23147,0;49029,49284452789;Ölkessel;Mittel;45621,376012738285;86451,57698257903;65,0;4;;;25462,0;;;Wohngebäude;11;8;2-8;Mehrfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;14861,026083305336;0,0;43,22578849128952;E;greenventory
243687759;True;Am Spitzgarten 5;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (1969 - 1978);1949 - 1978;Heizöl;144;32501,059581277208;26293,357201253264;4940,0;10,544788219703271;;;;;;;36112,288423641345;;;12516,0;64648,71368462088;Ölkessel;Mittel;16515,553334433418;36112,288423641345;80,0;5;;;13768,0;;;Wohngebäude;4;2;1-2;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;6207,702380023947;0,0;18,056144211820673;F;greenventory
243687760;True;Gartenstraße 8;Elgersweier;Offenburg;77656;Wohngebäude;Mehrfamilienhaus (1969 - 1978);1949 - 1978;Heizöl;118;33689,81197991462;27255,05789175093;6175,0;10,930472331261189;;;;;;;37433,12442212736;;;11333,0;0,0;Ölkessel;Mittel;19715,120317405846;37433,12442212736;65,0;0;;;12467,0;;;Wohngebäude;5;4;2-8;Mehrfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;6434,754088163693;0,0;18,71656221106368;E;greenventory
243687761;True;Gartenstraße 6;Elgersweier;Offenburg;77656;Wohngebäude;Mehrfamilienhaus (1949 - 1957);1949 - 1978;Stromnetz;133;33896,50789727234;27422,274888893327;6175,0;2,84293292041639;;;;;;;;;10934,357386216885;14118,0;49029,49284452789;Elektrische Luftwärmepumpe;Mittel;19875,035331587766;10934,357386216885;65,0;4;;;15529,0;;;Wohngebäude;5;4;2-8;Mehrfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;Wärmepumpe;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;6474,2330083790175;0,0;18,831393276262414;A;greenventory
243687762;True;Gartenstraße 7;Elgersweier;Offenburg;77656;Wohngebäude;Apartmentblock (1969 - 1978);1949 - 1978;Heizöl;93;86190,8976127426;69728,43616870877;20995,0;27,964157892134264;;;;;;;95767,66401415844;;;51419,0;24514,746422263946;Ölkessel;Mittel;54919,63970588627;95767,66401415844;65,0;2;;;56561,0;;;Wohngebäude;17;14;8-20;Appartementblock;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;16462,461444033837;0,0;47,88383200707922;D;greenventory
243687763;True;;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (1969 - 1978);1949 - 1978;Heizöl;145;20537,660653506067;16614,96746868641;4050,0;6,6633299009153015;;;;;;;22819,622948340075;;;13182,0;0,0;Ölkessel;Mittel;10436,300670113254;22819,622948340075;80,0;0;;;14500,0;;;Wohngebäude;3;1;0-1;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;False;Privates Wohnen;3922,693184819659;0,0;11,409811474170038;F;greenventory
243687764;True;Gartenstraße 5;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (1984 - 1994);1991 - 2000;Heizöl;114;21736,26297012136;17584,63674282818;4940,0;7,052209763639374;;;;;;;24151,403300134843;;;10037,0;12476,81986125485;Ölkessel;Mittel;9594,204926298218;24151,403300134843;55,0;1;;;11041,0;;;Wohngebäude;4;2;1-2;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;4151,62622729318;0,0;12,075701650067423;D;greenventory
243687765;True;Gartenstraße 4;Elgersweier;Offenburg;77656;Wohngebäude;Mehrfamilienhaus (1958 - 1968);1949 - 1978;Heizöl;126;51630,083315685915;41768,73740238991;9880,0;16,751093697978096;;;;;;;57366,759239651015;;;16235,0;12257,373211131973;Ölkessel;Mittel;33013,71535044316;57366,759239651015;65,0;1;;;17858,0;;;Wohngebäude;8;6;2-8;Mehrfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;9861,34591329601;0,0;28,68337961982551;E;greenventory
243687766;True;Gartenstraße 2;Elgersweier;Offenburg;77656;Wohngebäude;Mehrfamilienhaus (1969 - 1978);1949 - 1978;Heizöl;118;46068,45794320315;37269,38247605135;8645,0;14,946655243794801;;;;;;;51187,17549244795;;;15498,0;67011,9500298388;Ölkessel;Mittel;26959,046008599984;51187,17549244795;65,0;5;;;17048,0;;;Wohngebäude;7;6;2-8;Mehrfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;8799,075467151803;0,0;25,593587746223974;E;greenventory
243687767;True;Kirchstraße 39;Elgersweier;Offenburg;77656;Wohngebäude;Mehrfamilienhaus (1995 - 2001);1991 - 2000;Heizöl;84;39266,89578563644;31766,918690579885;11115,0;12,739926188228713;;;;;;;43629,884206262715;;;17480,0;11423,10589500015;Ölkessel;Mittel;19631,146280809473;43629,884206262715;55,0;1;;;19228,0;;;Wohngebäude;9;7;2-8;Mehrfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;7499,977095056561;0,0;21,814942103131358;C;greenventory
243687768;True;Kirchstraße 37a;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (vor 1860);Vor 1919;Erdgasnetz;251;28375,762379577347;22955,991765078074;3440,0;7,474591065839887;;;;;;34604,58826777725;;;;10758,0;0,0;Gaskessel;Hoch;19363,837132631576;34604,58826777725;90,0;0;;;11834,0;;;Wohngebäude;2;1;0-1;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;5419,7706144992735;0,0;15,764312433098526;H;greenventory
243687769;True;Kirchstraße 27;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (1919 - 1948);1919 - 1948;Heizöl;179;40939,73827117342;33120,248261379296;4940,0;13,282670639091819;;;;;;;45488,598079081574;;;12878,0;90508,19915846924;Ölkessel;Mittel;25348,32698153621;45488,598079081574;80,0;7;;;14166,0;;;Wohngebäude;4;2;1-2;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;7819,490009794123;0,0;22,74429903954079;F;greenventory
243687770;True;Am Spitzgarten 10;Elgersweier;Offenburg;77656;Wohngebäude;Mehrfamilienhaus (1949 - 1957);1949 - 1978;Holzpellets;133;66341,31108467054;53670,12066749847;11115,0;1,4048748229694938;;;;78048,60127608299;;;;;;19736,0;49029,49284452789;Pelletheizung;Mittel;38898,87140432495;78048,60127608299;65,0;4;;;21710,0;;;Wohngebäude;9;7;2-8;Mehrfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;12671,190417172073;0,0;36,856283935928076;E;greenventory
243687771;True;Am Spitzgarten 7;Elgersweier;Offenburg;77656;Wohngebäude;Mehrfamilienhaus (1979 - 1983);1979 - 1990;Heizöl;109;28208,846424074636;22820,956757076383;6175,0;9,15220350647755;;;;;;;31343,162693416263;;;14008,0;24514,746422263946;Ölkessel;Mittel;16912,259481294095;31343,162693416263;65,0;2;;;15409,0;;;Wohngebäude;5;4;2-8;Mehrfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;5387,889666998256;0,0;15,67158134670813;D;greenventory
243687772;True;Am Spitzgarten 12;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (1969 - 1978);1949 - 1978;Heizöl;144;21053,18033724315;17032,022892829707;4050,0;6,830587398305555;;;;;;;23392,42259693683;;;8108,0;0,0;Ölkessel;Mittel;10698,26421657605;23392,42259693683;80,0;0;;;8919,0;;;Wohngebäude;3;1;0-1;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;4021,1574444134417;0,0;11,696211298468416;F;greenventory
243687773;True;Am Spitzgarten 9;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (1969 - 1978);1949 - 1978;Stromnetz;145;19979,050671325553;16163,051993102374;4050,0;5,194553174544644;;;;;;;;;19979,050671325553;7694,0;27293,034733727796;Elektroheizung;Mittel;10152,44060300443;19979,050671325553;80,0;2;;;8463,0;;;Wohngebäude;3;1;0-1;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;Nachtspeicherheizung;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;3815,998678223181;0,0;11,099472595180863;E;greenventory
243687774;True;Kirchstraße 44;Elgersweier;Offenburg;77656;Wohngebäude;Mehrfamilienhaus (1984 - 1994);1991 - 2000;Stromnetz;96;40646,2912106336;32882,849589402584;9880,0;10,568035714764736;;;;;;;;;40646,2912106336;15977,0;62384,09930627424;Elektroheizung;Mittel;22003,03931135762;40646,2912106336;55,0;5;;;17575,0;;;Wohngebäude;8;6;2-8;Mehrfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;Nachtspeicherheizung;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;7763,441621231018;0,0;22,581272894796445;C;greenventory
243687775;False;;Elgersweier;Offenburg;77656;Lager;;;;0;0,0;0,0;1227,0;0,0;;;;;;;;;;6545,0;12929,742736924178;;;0,0;0,0;;1;;;7200,0;;;Lager;;;Unbekannt;;;Privatgebäude - Geringer Wärmebedarf;;False;4701,842501961052;False;;;;;False;False;;False;False;GHD, Verkehr & Sonstige;0,0;0,0;0,0;;greenventory
243687776;True;Kirchstraße 40;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (1969 - 1978);1949 - 1978;Heizöl;145;18820,204315090086;15225,545290907881;3440,0;6,106110733340339;;;;;;;20911,338127877872;;;7248,0;0,0;Ölkessel;Mittel;9563,567838565514;20911,338127877872;80,0;0;;;7973,0;;;Wohngebäude;2;1;0-1;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;3594,6590241822064;0,0;10,455669063938936;F;greenventory
243687777;True;Kirchstraße 32;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (vor 1860);Vor 1919;Erdgasnetz;251;45696,17821442044;36968,20817546614;4050,0;12,03704206623758;;;;;;55727,04660295176;;;;10395,0;0,0;Gaskessel;Hoch;31183,421283672466;55727,04660295176;90,0;0;;;11434,0;;;Wohngebäude;3;2;1-2;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;8727,970038954305;0,0;25,386765674678024;H;greenventory
243687778;False;Kirchstraße 32;Elgersweier;Offenburg;77656;Lager;;;;0;0,0;0,0;1536,0;0,0;;;;;;;;;;8192,0;44037,73432422313;;;0,0;0,0;;3;;;9011,0;;;Lager;;;Unbekannt;;;Privatgebäude - Geringer Wärmebedarf;;False;5884,8621574468925;False;;;;;False;False;;False;False;GHD, Verkehr & Sonstige;0,0;0,0;0,0;;greenventory
243687779;True;;Elgersweier;Offenburg;77656;Wohngebäude;Mehrfamilienhaus (vor 1860);Vor 1919;Erdgasnetz;149;52480,423836880516;42456,66288403634;8645,0;13,82411164483682;;;;;;64000,51687424454;;;;14373,0;13812,276721751885;Gaskessel;Mittel;31786,61764309505;64000,51687424454;90,0;1;;;15811,0;;;Wohngebäude;7;5;2-8;Mehrfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;False;Privates Wohnen;10023,760952844179;0,0;29,155791020489175;F;greenventory
243687780;True;Ortenaustraße 41;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (vor 1860);Vor 1919;Stromnetz;251;36376,724164508036;29428,769849087003;4050,0;9,457948282772088;;;;;;;;;36376,724164508036;8275,0;0,0;Elektroheizung;Hoch;24823,75460851632;36376,724164508036;90,0;0;;;9102,0;;;Wohngebäude;3;1;0-1;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;Nachtspeicherheizung;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;6947,954315421035;0,0;20,209291202504463;H;greenventory
243687781;False;;Elgersweier;Offenburg;77656;Lager;;;;0;0,0;0,0;760,0;0,0;;;;;;;;;;0,0;0,0;;;0,0;0,0;;0;;;0,0;;;Lager;;;Unbekannt;;;Privatgebäude - Geringer Wärmebedarf;;False;2911,2089974047813;False;;;;;False;False;;False;False;GHD, Verkehr & Sonstige;0,0;0,0;0,0;;greenventory
243687782;True;Ortenaustraße 39;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (1860 - 1918);Vor 1919;Heizöl;184;28955,74338970527;23425,196402271566;4050,0;9,39453007754882;;;;;;;32173,048210783632;;;8986,0;0,0;Ölkessel;Mittel;16852,208058132972;32173,048210783632;90,0;0;;;9884,0;;;Wohngebäude;3;1;0-1;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;5530,546987433707;0,0;16,086524105391817;G;greenventory
243687783;True;Kirchstraße 36;Elgersweier;Offenburg;77656;Wohngebäude;Mehrfamilienhaus (1919 - 1948);1919 - 1948;Stromnetz;133;41242,55055464651;33365,22339870903;7410,0;10,723063144208092;;;;;;;;;41242,55055464651;17536,0;0,0;Elektroheizung;Mittel;24182,919690316026;41242,55055464651;65,0;0;;;19290,0;;;Wohngebäude;6;4;2-8;Mehrfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;Nachtspeicherheizung;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;7877,3271559374825;0,0;22,912528085914726;E;greenventory
243687784;True;Kirchstraße 38;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (1860 - 1918);Vor 1919;Holzpellets;184;29578,240174813956;23928,796301424492;4050,0;0,6263627331137073;;;;34797,929617428184;;;;;;9179,0;14679,244774741044;Pelletheizung;Mittel;17214,50044334247;34797,929617428184;90,0;1;;;10097,0;;;Wohngebäude;3;1;0-1;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;5649,443873389466;0,0;16,43235565267442;G;greenventory
243687785;True;;Elgersweier;Offenburg;77656;Verarbeitendes Gewerbe;;;Erdgasnetz;50;4629,894972750561;3148,3285814703813;1354,0;1,2195820903830745;;;;;;5646,213381403123;;;;8188,0;23663,59969771243;Gaskessel;Niedrig;1342,669542097662;5646,213381403123;60,0;2;;;9007,0;;;Maschinenherstellung;;;Unbekannt;;;Privatgebäude - Geringer Wärmebedarf;;False;333,2942819219477;False;;;;;False;False;;False;False;Industrie & Produktion;370,39159782004486;1111,1747934601344;2,5721638737503114;;greenventory
243687786;True;Kirchstraße 34;Elgersweier;Offenburg;77656;Wohngebäude;Ein-/Zweifamilienhaus (vor 1860);Vor 1919;Stromnetz;251;23131,567370254685;18713,43800253604;3440,0;6,014207516266218;;;;;;;;;23131,567370254685;8770,0;14679,244774741044;Elektroheizung;Hoch;15785,158375250614;23131,567370254685;90,0;1;;;9647,0;;;Wohngebäude;2;1;0-1;Einfamilienhaus;;Privatgebäude - Geringer Wärmebedarf;Nachtspeicherheizung;False;0,0;False;;;;;False;False;;False;True;Privates Wohnen;4418,129367718645;0,0;12,850870761252603;H;greenventory
